,Unnamed: 0,Tweet,StopwordRemoval,Casefolding,Normalize,RemoveEmoticon,Stemming,HasilPreprocess,HasilProcess_lr,HasilProcess_svm,HasilProcess_dt,HasilProcess_nb,HasilProcess_stacking
656,656,hahaha idiot bilang kpd orang2 kafir terurama para nasrani pendukung2 ahok kafir jangan memasuki wilayah2 syariat islam,hahaha idiot bilang kpd orang2 kafir terurama nasrani pendukung2 ahok kafir memasuki wilayah2 syariat islam,hahaha idiot bilang kpd orang kafir terurama para nasrani pendukung ahok kafir jangan memasuki wilayah syariat islam,haha idiot bilang kepada orang orang kafir terutama para nasrani pendukung pendukung ahok kafir jangan memasuki wilayah wilayah syariat islam,hahaha idiot bilang kpd orang2 kafir terurama para nasrani pendukung2 ahok kafir jangan memasuki wilayah2 syariat islam,hahaha idiot bilang kpd orang2 kafir terurama para nasrani pendukung2 ahok kafir jangan pasuk wilayah2 syariat islam,haha idiot bilang kepada orang kafir utama nasrani dukung ahok kafir pasuk wilayah syariat islam,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian
657,657,I HASIL MAKMAK KALIAN JUAL PUKINYA. BAGI KSLIAN YG BERPIHAK KEPADA PKI DAN SI AHOK ANAK CHINA ANJING KAFIR INI. SERTA NKRI BUKAN DIDAPAT,I HASIL MAKMAK KALIAN JUAL PUKINYA. BAGI KSLIAN YG BERPIHAK KEPADA PKI DAN SI AHOK ANAK CHINA ANJING KAFIR INI. SERTA NKRI BUKAN DIDAPAT,i hasil makmak kalian jual pukinya. bagi kslian yg berpihak kepada pki dan si ahok anak china anjing kafir ini. se a nkri bukan didapat,I HASIL MAKMAK KALIAN JUAL PUKINYA. BAGI KSLIAN YG BERPIHAK KEPADA PKI DAN SI AHOK ANAK CHINA ANJING KAFIR INI. SERTA NKRI BUKAN DIDAPAT,I HASIL MAKMAK KALIAN JUAL PUKINYA. BAGI KSLIAN YG BERPIHAK KEPADA PKI DAN SI AHOK ANAK CHINA ANJING KAFIR INI. SERTA NKRI BUKAN DIDAPAT,i hasil makmak kalian jual puki bagi kslian yg pihak kepada pki dan si ahok anak china anjing kafir ini serta nkri bukan dapat,i hasil emak emak jual puki asli yang pihak partai komunis indonesia sih ahok anak cina anjing kafir ini a negara satu republik indonesia,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
658,658,"Tim pendukung sakit jiwa, kehilangan akal sehat & ide #IklanAhokJahat","Tim pendukung sakit jiwa, kehilangan akal sehat & ide #IklanAhokJahat","tim pendukung sakit jiwa, kehilangan akal sehat & ide #iklanahokjahat","Tim pendukung sakit jiwa, kehilangan akal sehat & ide #IklanAhokJahat","Tim pendukung sakit jiwa, kehilangan akal sehat & ide #IklanAhokJahat",tim dukung sakit jiwa hilang akal sehat ide iklanahokjahat,tim dukung sakit jiwa hilang akal sehat ide iklanahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
659,659,#IklanAhokJahat Hati hati Mereka Mulai Prustasi dan Memainkan Cara cara Kasar !! Karena hasil dari berbagai survei si penista agama kalah!!,#IklanAhokJahat Hati hati Mereka Mulai Prustasi Memainkan Cara Kasar !! Karena hasil survei si penista agama kalah!!,#iklanahokjahat hati hati mereka mulai prustasi dan memainkan cara cara kasar !! karena hasil dari berbagai survei si penista agama kalah!!,#IklanAhokJahat Hati hati Mereka Mulai Prustasi dan Memainkan Cara cara Kasar !! Karena hasil dari berbagai survei sih penista agama kalah!!,#IklanAhokJahat Hati hati Mereka Mulai Prustasi dan Memainkan Cara cara Kasar !! Karena hasil dari berbagai survei si penista agama kalah!!,iklanahokjahat hati hati mereka mulai prustasi dan main cara cara kasar karena hasil dari bagai survei si nista agama kalah,iklanahokjahat hati hati frustrasi main kasar hasil survei sih nista agama kalah,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
660,660,"HOOKK, masuk gorong"" aja loe #IklanAhokJahat","HOOKK, masuk gorong"" aja loe #IklanAhokJahat","hookk, masuk gorong"" aja loe #iklanahokjahat","HOOKK, masuk gorong"" saja kamu #IklanAhokJahat","HOOKK, masuk gorong"" aja loe #IklanAhokJahat",hookk masuk gorong aja loe iklanahokjahat,hookk masuk gorong saja kamu iklanahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
661,661,Kayak gini nih kampanye Tim AniesSandiUno ke kampung2 mengintimidasi masyarakat. Kampungan ye? #ASUtenan,Kayak gini nih kampanye Tim AniesSandiUno kampung2 mengintimidasi masyarakat. Kampungan ye? #ASUtenan,kayak gini nih kampanye tim aniessandiuno ke kampung mengintimidasi masyarakat. kampungan ye? #asutenan,Kayak begini nih kampanye Tim AniesSandiUno ke kampung2 mengintimidasi masyarakat. Kampungan ye? #ASUtenan,Kayak gini nih kampanye Tim AniesSandiUno ke kampung2 mengintimidasi masyarakat. Kampungan ye? #ASUtenan,kayak gin nih kampanye tim aniessandiuno ke kampung2 intimidasi masyarakat kampung ye asutenan,kayak begini nih kampanye tim aniessandiuno kampung intimidasi masyarakat kampung ye asutenan,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
662,662,SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM #IklanAhokJahat,SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM #IklanAhokJahat,si kutil babi telah melecehkan pribumi dan umat islam #iklanahokjahat,SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM #IklanAhokJahat,SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM #IklanAhokJahat,si kutil babi telah leceh pribumi dan umat islam iklanahokjahat,sih kutil babi leceh pribumi umat islam iklanahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
663,663,NGOMONG AJA ENTE SAMA KACA! MEMECAH BELAH KERUKUNAN LAGI HOK ENTE BISANYA. NGACO! #IklanAhokJahat,NGOMONG AJA ENTE SAMA KACA! MEMECAH BELAH KERUKUNAN LAGI HOK ENTE BISANYA. NGACO! #IklanAhokJahat,ngomong aja ente sama kaca! memecah belah kerukunan lagi hok ente bisanya. ngaco! #iklanahokjahat,NGOMONG AJA ENTE SAMA KACA! MEMECAH BELAH KERUKUNAN LAGI HOK ENTE BISANYA. NGACO! #IklanAhokJahat,NGOMONG AJA ENTE SAMA KACA! MEMECAH BELAH KERUKUNAN LAGI HOK ENTE BISANYA. NGACO! #IklanAhokJahat,ngomong aja ente sama kaca pecah belah rukun lagi hok ente bisa ngaco iklanahokjahat,bicara saja kamu kaca pecah belah rukun ahok kamu bisa ngaco iklanahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
664,664,"#iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi, bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....","#iklanahokjahat Terorist nyata Indonesia... Bukan wahabi, Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....","#iklanahokjahat terorist nyata di indonesia... bukan wahabi, bukan onta tapi babi babi milik cina penebar teror sesungguhnya....","#iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi, bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....","#iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi, bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....",iklanahokjahat terorist nyata di indonesia bukan wahabi bukan onta tapi babi babi milik cina tebar teror sungguh,iklanahokjahat teroris nyata indonesia wahabi onta babi babi milik cina tebar teror sungguh,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
665,665,"RT @TerorisSocmed: Sadarlah wahai anak Bangsa, Ibu Pertiwi Sedang Diporakporandakan Oleh Manusia BIADAB @basuki_btp Sebagai Aktor Utama","RT @TerorisSocmed: Sadarlah anak Bangsa, Ibu Pertiwi Sedang Diporakporandakan Oleh Manusia BIADAB @basuki_btp Sebagai Aktor Utama"," terorissocmed sadarlah wahai anak bangsa, ibu pe iwi sedang diporakporandakan oleh manusia biadab basuki_btp sebagai aktor utama","RT @TerorisSocmed: Sadarlah wahai anak Bangsa, Ibu Pertiwi Sedang Diporakporandakan Oleh Manusia BIADAB @basuki_btp Sebagai Aktor Utama","RT @TerorisSocmed: Sadarlah wahai anak Bangsa, Ibu Pertiwi Sedang Diporakporandakan Oleh Manusia BIADAB @basuki_btp Sebagai Aktor Utama",rt terorissocmed sadar wahai anak bangsa ibu pertiwi sedang diporakporandakan oleh manusia biadab basuki btp bagai aktor utama,terorissocmed sadar anak bangsa pe iwi diporakporandakan manusia biadab basuki btp aktor utama,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
666,666,"Sepertinya gerombolan @basuki_btp rindu kerusuhan, hati2 dikabul Tuhan #IklanAhokJahat","Sepertinya gerombolan @basuki_btp rindu kerusuhan, hati2 dikabul Tuhan #IklanAhokJahat","sepe inya gerombolan basuki_btp rindu kerusuhan, hati dikabul tuhan #iklanahokjahat","Sepertinya gerombolan @basuki_btp rindu kerusuhan, hati hati dikabul Tuhan #IklanAhokJahat","Sepertinya gerombolan @basuki_btp rindu kerusuhan, hati2 dikabul Tuhan #IklanAhokJahat",seperti gerombol basuki btp rindu rusuh hati2 kabul tuhan iklanahokjahat,sepe inya gerombol basuki btp rindu rusuh hati kabul tuhan iklanahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
667,667,Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM supaya marah? dengan #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM marah? #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,ahok and bani serbet and wereng coklat memancing umat muslim supaya marah? dengan #iklanahokjahat. kalian itu kumpulan orang sinting,Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM supaya marah? dengan #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM supaya marah? dengan #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,ahok and bani serbet and wereng coklat pancing umat muslim supaya marah dengan iklanahokjahat kalian itu kumpul orang sinting,ahok and bani serbet and wereng coklat pancing umat muslim marah iklanahokjahat kumpul orang sinting,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
668,668,"#IklanAhokJahat baru ada direzim jokopret,setan,iblis,dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu","#IklanAhokJahat direzim jokopret,setan,iblis,dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora dibelenggu","#iklanahokjahat baru ada direzim jokopret,setan,iblis,dajjal dibangkitkan dr kuburnya. mereka gembira berpesta pora setelah lama dibelenggu","#IklanAhokJahat baru ada di rezim jokopret,setan,iblis,dajjal dibangkitkan dari kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu","#IklanAhokJahat baru ada direzim jokopret,setan,iblis,dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu",iklanahokjahat baru ada rezim jokopret setan iblis dajjal bangkit dr kubur mereka gembira pesta pora telah lama belenggu,iklanahokjahat di rezim jokopret setan iblis dajjal bangkit dari kubur gembira pesta pora belenggu,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
669,669,Yang anti cina & mau ganyang cina tuh siapaaaa..??? kami cuma anti AHOK sang Penista Agama! #kampanyeAhokJahat #IklanAhokJahat #kampanyeSARA,Yang anti cina & ganyang cina tuh siapaaaa..??? anti AHOK sang Penista Agama! #kampanyeAhokJahat #IklanAhokJahat #kampanyeSARA,yang anti cina & mau ganyang cina tuh siapaaaa..??? kami cuma anti ahok sang penista agama! #kampanyeahokjahat #iklanahokjahat #kampanyesara,Yang anti cina & mau ganyang cina itu siapaaaa..??? kami cuma anti AHOK sang Penista Agama! #kampanyeAhokJahat #IklanAhokJahat #kampanyeSARA,Yang anti cina & mau ganyang cina tuh siapaaaa..??? kami cuma anti AHOK sang Penista Agama! #kampanyeAhokJahat #IklanAhokJahat #kampanyeSARA,yang anti cina mau ganyang cina tuh siapaaaa kami cuma anti ahok sang nista agama kampanyeahokjahat iklanahokjahat kampanyesara,anti cina ganyang cina itu siapaaaa anti ahok sang nista agama kampanyeahokjahat iklanahokjahat kampanyesara,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
670,670,Udah bingung kalik mau pakai cara apa untuk kampanye. Sampai2 bikin fitnah yang kayak begituan. Depresi ya takut kalah? #IklanAhokJahat,Udah bingung kalik pakai kampanye. Sampai2 bikin fitnah kayak begituan. Depresi ya takut kalah? #IklanAhokJahat,udah bingung kalik mau pakai cara apa untuk kampanye. sampai bikin fitnah yang kayak begituan. depresi ya takut kalah? #iklanahokjahat,Udah bingung kali mau pakai cara apa untuk kampanye. Sampai2 bikin fitnah yang kayak begituan. Depresi ya takut kalah? #IklanAhokJahat,Udah bingung kalik mau pakai cara apa untuk kampanye. Sampai2 bikin fitnah yang kayak begituan. Depresi ya takut kalah? #IklanAhokJahat,udah bingung kalik mau pakai cara apa untuk kampanye sampai2 bikin fitnah yang kayak begitu depresi ya takut kalah iklanahokjahat,sudah bingung kali pakai kampanye bikin fitnah kayak begitu depresi ya takut kalah iklanahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
671,671,Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,Tahukah Anda persamaan malin kundang Ahok? berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,tahukah anda apa persamaan antara malin kundang dengan ahok? mereka berdua sama-sam durhaka!!!!!!! #asbak #iklanahokjahat #kampanyeahokjahat,Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,tahu anda apa sama antara malin kundang dengan ahok mereka dua sama-sam durhaka asbak iklanahokjahat kampanyeahokjahat,tahu sama malin kundang ahok dua sama-sam durhaka asbak iklanahokjahat kampanyeahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
672,672,"HADUH KELAKUANMU HOK, SOK-SOKAN MENJAGA KEBERAGAMAN PADAHAL PROVOKATOR & RASIS!! #IklanAhokJahat","HADUH KELAKUANMU HOK, SOK-SOKAN MENJAGA KEBERAGAMAN PADAHAL PROVOKATOR & RASIS!! #IklanAhokJahat","haduh kelakuanmu hok, sok-sokan menjaga keberagaman padahal provokator & rasis!! #iklanahokjahat","HADUH KELAKUANMU HOK, SOK-SOKAN MENJAGA KEBERAGAMAN PADAHAL PROVOKATOR & RASIS!! #IklanAhokJahat","HADUH KELAKUANMU HOK, SOK-SOKAN MENJAGA KEBERAGAMAN PADAHAL PROVOKATOR & RASIS!! #IklanAhokJahat",haduh laku hok sok jaga agam padahal provokator ras iklanahokjahat,aduh laku hok sok jaga agam provokator ras iklanahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
673,673,RT @sarwandi_sr: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,RT @sarwandi_sr: #IklanAhokJahat bikin darah mendidih. bangsat penuh propaganda. emang lo islam radikal ?Kalau, sarwandi_sr #iklanahokjahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?kalau kami mau,RT @sarwandi_sr: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. memang kamu kira islam radikal ?Kalau kami mau,RT @sarwandi_sr: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,rt sarwandi sr iklanahokjahat bikin darah didih bangsat penuh dengan propaganda emang lo kira islam radikal kalau kami mau,sarwandi sr iklanahokjahat bikin darah didih bangsat penuh propaganda memang kamu islam radikal kalau,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
674,674,Kapolda Babi! Biadap dan Bodoh! Gak punya otak kali.,Kapolda Babi! Biadap Bodoh! Gak otak kali.,kapolda babi! biadap dan bodoh! gak punya otak kali.,Kapolda Babi! Biadap dan Bodoh! Gak punya otak kali.,Kapolda Babi! Biadap dan Bodoh! Gak punya otak kali.,kapolda babi biadap dan bodoh gak punya otak kali,kepala polisi daerah babi biadab bodoh tidak otak kali,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
675,675,"Jangan2 lagi deh @basuki_btp hina islam, anda itu manusia hina dibandingkan agama yang mulia, anda bukan siapa2 & bukan apa2 #IklanAhokJahat","Jangan2 deh @basuki_btp hina islam, manusia hina dibandingkan agama mulia, siapa2 & apa2 #IklanAhokJahat","jangan lagi deh basuki_btp hina islam, anda itu manusia hina dibandingkan agama yang mulia, anda bukan siapa & bukan apa #iklanahokjahat","Jangan2 lagi deh @basuki_btp hina islam, anda itu manusia hina dibandingkan agama yang mulia, anda bukan siapa siapa & bukan apa apa #IklanAhokJahat","Jangan2 lagi deh @basuki_btp hina islam, anda itu manusia hina dibandingkan agama yang mulia, anda bukan siapa2 & bukan apa2 #IklanAhokJahat",jangan2 lagi deh basuki btp hina islam anda itu manusia hina banding agama yang mulia anda bukan siapa2 bukan apa2 iklanahokjahat,deh basuki btp hina islam manusia hina banding agama mulia iklanahokjahat,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
676,676,AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT,AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT,ahok kafir dan budaknya atau anjing nya hanya sebagai sampah agama islam dan sampah masyarakat,AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT,AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT,ahok kafir dan budak2nya atau anjing2 nya hanya bagai sampah agama islam dan sampah masyarakat,ahok kafir budak anjing nya sampah agama islam sampah masyarakat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
677,677,umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen...,umat agama islam dijakarta haram najis ahok kafir kristen...,umat agama islam dijaka a sangat haram dan sangat najis sekali dengan ahok kafir kristen...,umat agama islam di jakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen...,umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen...,umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen,umat agama islam jaka a haram najis ahok kafir kristen,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
678,678,19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,19 april CNN kibarkan bendera kuning kematian ahok-djarot...., april cnn kibarkan bendera kuning atas kematian ahok-djarot....,19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,19 april cnn kibar bendera kuning atas mati ahok-djarot,april cnn kibar bendera kuning mati ahok-djarot,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
679,679,itulah akibat ulah orang2 kafir nasrani persis seperti ahok kafir yg melarang jilbab kepada anak2 sekokah di jakarta....,akibat ulah orang2 kafir nasrani persis ahok kafir yg melarang jilbab anak2 sekokah jakarta....,itulah akibat ulah orang kafir nasrani persis sepe i ahok kafir yg melarang jilbab kepada anak sekokah di jaka a....,itulah akibat ulah orang orang kafir nasrani persis seperti ahok kafir yang melarang jilbab kepada anak anak sekokah di jakarta....,itulah akibat ulah orang2 kafir nasrani persis seperti ahok kafir yg melarang jilbab kepada anak2 sekokah di jakarta....,itu akibat ulah orang2 kafir nasrani persis seperti ahok kafir yg larang jilbab kepada anak2 seko di jakarta,akibat ulah orang kafir nasrani persis sepe i ahok kafir yang larang jilbab anak seko jaka a,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
680,680,baswedan pantas jadi gubernur jakarta dan komisioner KPK..... ahok kafir pantasnya jadi germo di alexis....,baswedan gubernur jakarta komisioner KPK..... ahok kafir pantasnya germo alexis....,baswedan pantas jadi gubernur jaka a dan komisioner kpk..... ahok kafir pantasnya jadi germo di alexis....,baswedan pantas jadi gubernur jakarta dan komisioner KPK..... ahok kafir pantasnya jadi germo di alexis....,baswedan pantas jadi gubernur jakarta dan komisioner KPK..... ahok kafir pantasnya jadi germo di ale ....,baswedan pantas jadi gubernur jakarta dan komisioner kpk ahok kafir pantas jadi germo di alexis,baswedan gubernur jaka a komisioner kpk ahok kafir pantas germo ale,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
681,681,"RT @yudijannis: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi dengan tionghoa!!jangan","RT @yudijannis: #IklanAhokJahat klo ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi tionghoa!!jangan"," yudijannis #iklanahokjahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi dengan tionghoa!!jangan","RT @yudijannis: #IklanAhokJahat bagaimana kalau kita ganyang benaran hok?itu sih maunya kamu ya hok,adu domba pribumi dengan tionghoa!!jangan","RT @yudijannis: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi dengan tionghoa!!jangan",rt yudijannis iklanahokjahat bagaimana klo kita ganyang beneran hok itu sih mau elo ya hok adu domba pribumi dengan tionghoa jangan,yudijannis iklanahokjahat kalau ganyang benar hok itu sih mau kamu ya hok adu domba pribumi tionghoa jangan,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
682,682,masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina2 betul2 songong jongkok.,djarot memikirkan rakyat pribumi bisanya membabu kpd cina2 betul2 songong jongkok.,masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina betul songong jongkok.,masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kepada cina cina betul betul songong jongkok.,masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina2 betul2 songong jongkok.,masalah djarot tidak bisa pikir rakyat kecil pribumi bisa hanya babu kpd cina2 betul2 songong jongkok,djarot pikir rakyat pribumi bisa babu kepada cina songong jongkok,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
683,683,"otak wc otak babi yg menerima ahok kafir & kamu, ahok kafir bkn sekedar menghina sdh anggap islam itu sampah","otak wc otak babi yg menerima ahok kafir & kamu, ahok kafir bkn sekedar menghina sdh anggap islam sampah","otak wc otak babi yg menerima ahok kafir & kamu, ahok kafir bkn sekedar menghina sdh anggap islam itu sampah","otak toilet otak babi yang menerima ahok kafir & kamu, ahok kafir bukan sekadar menghina sudah anggap islam itu sampah","otak wc otak babi yg menerima ahok kafir & kamu, ahok kafir bkn sekedar menghina sdh anggap islam itu sampah",otak wc otak babi yg terima ahok kafir kamu ahok kafir bkn dar hina sdh anggap islam itu sampah,otak toilet otak babi yang terima ahok kafir kamu ahok kafir bukan sekadar hina sudah anggap islam sampah,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
684,684,"DALAM PUTARAN DUA NANTI JIKA SAMPAI AHOK KAFIR CURANG UMAT ISLAM SUDAH KOMITMEN JAKARTA AKAN DIJADIKAN LAUTAN API, SUDAH TIDAK MIKIR HUKUM","DALAM PUTARAN DUA NANTI JIKA SAMPAI AHOK KAFIR CURANG UMAT ISLAM SUDAH KOMITMEN JAKARTA AKAN DIJADIKAN LAUTAN API, SUDAH TIDAK MIKIR HUKUM","dalam putaran dua nanti jika sampai ahok kafir curang umat islam sudah komitmen jaka a akan dijadikan lautan api, sudah tidak mikir hukum","DALAM PUTARAN DUA NANTI JIKA SAMPAI AHOK KAFIR CURANG UMAT ISLAM SUDAH KOMITMEN JAKARTA AKAN DIJADIKAN LAUTAN API, SUDAH TIDAK MIKIR HUKUM","DALAM PUTARAN DUA NANTI JIKA SAMPAI AHOK KAFIR CURANG UMAT ISLAM SUDAH KOMITMEN JAKARTA AKAN DIJADIKAN LAUTAN API, SUDAH TIDAK MIKIR HUKUM",dalam putar dua nanti jika sampai ahok kafir curang umat islam sudah komitmen jakarta akan jadi laut api sudah tidak mikir hukum,putar ahok kafir curang umat islam komitmen jaka a jadi laut api pikir hukum,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
